ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,ConceptInSource,Entry
TarahumaraCentral-193_sandals-1,,TarahumaraCentral,193_sandals,aká,aká,a k á/a,,Lionnet1985,70,,^a k á$,default,,"70 *kaka, ""huaraches "". - Vb kahká , Va kaká , TA аká; TR kakа-yít ."
Tubar-193_sandals-1,,Tubar,193_sandals,kaka-yít .,kaka-yít_,k a k a + y/j í/i t,,Lionnet1985,70,,^k a k a - yí t _$,default,,"70 *kaka, ""huaraches "". - Vb kahká , Va kaká , TA аká; TR kakа-yít ."
ProtoSonoran-194_bone-1,,ProtoSonoran,194_bone,*'o,*'o,o,,Lionnet1985,14,,^* 'o$,default,,"14 *'o, ""hueso"". - TEP 'oo'ói~o; O owa, En hógwa-; Y 'ó-ta, MA ó-tta; Vb hó'o-wa, Va o'-á, TA o-cí; TR ho-ta-."
ProtoTepiman-194_bone-1,,ProtoTepiman,194_bone,'oo'ói-o,'oo'ói-o,ʔ o o ó/o i + o,,Lionnet1985,14,,^'oo 'ó i - o$,default,,"14 *'o, ""hueso"". - TEP 'oo'ói~o; O owa, En hógwa-; Y 'ó-ta, MA ó-tta; Vb hó'o-wa, Va o'-á, TA o-cí; TR ho-ta-."
Opata-194_bone-1,,Opata,194_bone,owa,owa,o w a,,Lionnet1985,14,,^o w a$,default,,"14 *'o, ""hueso"". - TEP 'oo'ói~o; O owa, En hógwa-; Y 'ó-ta, MA ó-tta; Vb hó'o-wa, Va o'-á, TA o-cí; TR ho-ta-."
EudeveNorth-194_bone-1,,EudeveNorth,194_bone,hógwa-,hógwa-,h ó/o gʷ a,,Lionnet1985,14,,^h ó gw a -$,default,,"14 *'o, ""hueso"". - TEP 'oo'ói~o; O owa, En hógwa-; Y 'ó-ta, MA ó-tta; Vb hó'o-wa, Va o'-á, TA o-cí; TR ho-ta-."
Yaqui-194_bone-1,,Yaqui,194_bone,'ó-ta,'ó-ta,ʔ ó/o + t a,,Lionnet1985,14,,^'ó - t a$,default,,"14 *'o, ""hueso"". - TEP 'oo'ói~o; O owa, En hógwa-; Y 'ó-ta, MA ó-tta; Vb hó'o-wa, Va o'-á, TA o-cí; TR ho-ta-."
Mayo-194_bone-1,,Mayo,194_bone,ó-tta,ó-tta,ó/o + tt/tː a,,Lionnet1985,14,,^ó - tt a$,default,,"14 *'o, ""hueso"". - TEP 'oo'ói~o; O owa, En hógwa-; Y 'ó-ta, MA ó-tta; Vb hó'o-wa, Va o'-á, TA o-cí; TR ho-ta-."
WarihioLowland-194_bone-1,,WarihioLowland,194_bone,hó'o-wa,hó'o-wa,h ó/o ʔ o + w a,,Lionnet1985,14,,^h ó 'o - w a$,default,,"14 *'o, ""hueso"". - TEP 'oo'ói~o; O owa, En hógwa-; Y 'ó-ta, MA ó-tta; Vb hó'o-wa, Va o'-á, TA o-cí; TR ho-ta-."
WarihioHighland-194_bone-1,,WarihioHighland,194_bone,o'-á,o'-á,o ʔ + á/a,,Lionnet1985,14,,^o ' - á$,default,,"14 *'o, ""hueso"". - TEP 'oo'ói~o; O owa, En hógwa-; Y 'ó-ta, MA ó-tta; Vb hó'o-wa, Va o'-á, TA o-cí; TR ho-ta-."
TarahumaraCentral-194_bone-1,,TarahumaraCentral,194_bone,o-cí,o-cí,o + ts í/i,,Lionnet1985,14,,^o - c í$,default,,"14 *'o, ""hueso"". - TEP 'oo'ói~o; O owa, En hógwa-; Y 'ó-ta, MA ó-tta; Vb hó'o-wa, Va o'-á, TA o-cí; TR ho-ta-."
Tubar-194_bone-1,,Tubar,194_bone,ho-ta-.,ho-ta-,h o + t a,,Lionnet1985,14,,^h o - t a -$,default,,"14 *'o, ""hueso"". - TEP 'oo'ói~o; O owa, En hógwa-; Y 'ó-ta, MA ó-tta; Vb hó'o-wa, Va o'-á, TA o-cí; TR ho-ta-."
ProtoSonoran-195_egg-1,,ProtoSonoran,195_egg,*kawa,*kawa,k a w a,,Lionnet1985,77,,^* k a w a$,default,,"77 *kawa, ""huevo"". - O akkawo-ri, Еn ákabo-ra; Y kába, МА kábba; Vb ká'awa-rá, Va ka'wá, TA ka'wá; TR kowa-ló_""gallina ponedora""."
Opata-195_egg-1,,Opata,195_egg,akkawo-ri,akkawo-ri,a kk/kː a w o + r i,,Lionnet1985,77,,^a kk a w o - r i$,default,,"77 *kawa, ""huevo"". - O akkawo-ri, Еn ákabo-ra; Y kába, МА kábba; Vb ká'awa-rá, Va ka'wá, TA ka'wá; TR kowa-ló_""gallina ponedora""."
EudeveNorth-195_egg-1,,EudeveNorth,195_egg,ákabo-ra,ákabo-ra,á/a k a b o + r a,,Lionnet1985,77,,^á k a b o - r a$,default,,"77 *kawa, ""huevo"". - O akkawo-ri, Еn ákabo-ra; Y kába, МА kábba; Vb ká'awa-rá, Va ka'wá, TA ka'wá; TR kowa-ló_""gallina ponedora""."
Yaqui-195_egg-1,,Yaqui,195_egg,kába,kába,k á/a b a,,Lionnet1985,77,,^k á b a$,default,,"77 *kawa, ""huevo"". - O akkawo-ri, Еn ákabo-ra; Y kába, МА kábba; Vb ká'awa-rá, Va ka'wá, TA ka'wá; TR kowa-ló_""gallina ponedora""."
Mayo-195_egg-1,,Mayo,195_egg,kábba,kábba,k á/a bb/bː a,,Lionnet1985,77,,^k á bb a$,default,,"77 *kawa, ""huevo"". - O akkawo-ri, Еn ákabo-ra; Y kába, МА kábba; Vb ká'awa-rá, Va ka'wá, TA ka'wá; TR kowa-ló_""gallina ponedora""."
WarihioLowland-195_egg-1,,WarihioLowland,195_egg,ká'awa-rá,ká'awa-rá,k á/a ʔ a w a + r á/a,,Lionnet1985,77,,^k á 'a w a - r á$,default,,"77 *kawa, ""huevo"". - O akkawo-ri, Еn ákabo-ra; Y kába, МА kábba; Vb ká'awa-rá, Va ka'wá, TA ka'wá; TR kowa-ló_""gallina ponedora""."
WarihioHighland-195_egg-1,,WarihioHighland,195_egg,ka'wá,ka'wá,k a ʔ w á/a,,Lionnet1985,77,,^k a 'w á$,default,,"77 *kawa, ""huevo"". - O akkawo-ri, Еn ákabo-ra; Y kába, МА kábba; Vb ká'awa-rá, Va ka'wá, TA ka'wá; TR kowa-ló_""gallina ponedora""."
TarahumaraCentral-195_egg-1,,TarahumaraCentral,195_egg,ka'wá,ka'wá,k a ʔ w á/a,,Lionnet1985,77,,^k a 'w á$,default,,"77 *kawa, ""huevo"". - O akkawo-ri, Еn ákabo-ra; Y kába, МА kábba; Vb ká'awa-rá, Va ka'wá, TA ka'wá; TR kowa-ló_""gallina ponedora""."
Tubar-195_egg-1,,Tubar,195_egg,kowa-ló,kowa-ló,k o w a + l ó/o,,Lionnet1985,77,,^k o w a - l ó$,default,gallina ponedora,"77 *kawa, ""huevo"". - O akkawo-ri, Еn ákabo-ra; Y kába, МА kábba; Vb ká'awa-rá, Va ka'wá, TA ka'wá; TR kowa-ló_""gallina ponedora""."
ProtoSonoran-196_tosmokefire-1,,ProtoSonoran,196_tosmokefire,*moro,*moro,m o r o,,Lionnet1985,149,,^* m o r o$,default,,"149 *moro, mor-i, ""humear"". - O moresa_""ahumarse"", En móro-; Va molo-, mori-, TA mooró."
ProtoSonoran-196_tosmokefire-2,,ProtoSonoran,196_tosmokefire,mor-i,mor-i,m o r + i,,Lionnet1985,149,,^m o r - i$,default,,"149 *moro, mor-i, ""humear"". - O moresa_""ahumarse"", En móro-; Va molo-, mori-, TA mooró."
Opata-196_tosmokefire-1,,Opata,196_tosmokefire,moresa,moresa,m o r e s a,,Lionnet1985,149,,^m o r e s a$,default,ahumarse,"149 *moro, mor-i, ""humear"". - O moresa_""ahumarse"", En móro-; Va molo-, mori-, TA mooró."
EudeveNorth-196_tosmokefire-1,,EudeveNorth,196_tosmokefire,móro-,móro-,m ó/o r o,,Lionnet1985,149,,^m ó r o -$,default,,"149 *moro, mor-i, ""humear"". - O moresa_""ahumarse"", En móro-; Va molo-, mori-, TA mooró."
WarihioHighland-196_tosmokefire-1,,WarihioHighland,196_tosmokefire,molo-,molo-,m o l o,,Lionnet1985,149,,^m o l o -$,default,,"149 *moro, mor-i, ""humear"". - O moresa_""ahumarse"", En móro-; Va molo-, mori-, TA mooró."
WarihioHighland-196_tosmokefire-2,,WarihioHighland,196_tosmokefire,mori-,mori-,m o r i,,Lionnet1985,149,,^m o r i -$,default,,"149 *moro, mor-i, ""humear"". - O moresa_""ahumarse"", En móro-; Va molo-, mori-, TA mooró."
TarahumaraCentral-196_tosmokefire-1,,TarahumaraCentral,196_tosmokefire,mooró.,mooró,m oː r ó/o,,Lionnet1985,149,,^m oo r ó$,default,,"149 *moro, mor-i, ""humear"". - O moresa_""ahumarse"", En móro-; Va molo-, mori-, TA mooró."
ProtoSonoran-197_smoke-1,,ProtoSonoran,197_smoke,*kwici,*kwici,kʷ i ts i,,Lionnet1985,121,,^* kw i c i$,default,,"121 *kwici, ""humo"". - ТЕР kuu-bísi; O pici-ra, Es bici; Y bwicía, МА bwicíria; TR ku-picí-t."
ProtoTepiman-197_smoke-1,,ProtoTepiman,197_smoke,kuu-bísi,kuu-bísi,k u u/u + b í/i s i,,Lionnet1985,121,,^k uu - b í s i$,default,,"121 *kwici, ""humo"". - ТЕР kuu-bísi; O pici-ra, Es bici; Y bwicía, МА bwicíria; TR ku-picí-t."
Opata-197_smoke-1,,Opata,197_smoke,pici-ra,pici-ra,p i ts i + r a,,Lionnet1985,121,,^p i c i - r a$,default,,"121 *kwici, ""humo"". - ТЕР kuu-bísi; O pici-ra, Es bici; Y bwicía, МА bwicíria; TR ku-picí-t."
EudeveSouth-197_smoke-1,,EudeveSouth,197_smoke,bici,bici,b i ts i,,Lionnet1985,121,,^b i c i$,default,,"121 *kwici, ""humo"". - ТЕР kuu-bísi; O pici-ra, Es bici; Y bwicía, МА bwicíria; TR ku-picí-t."
Yaqui-197_smoke-1,,Yaqui,197_smoke,bwicía,bwicía,bʷ i ts í/i a,,Lionnet1985,121,,^bw i c ía$,default,,"121 *kwici, ""humo"". - ТЕР kuu-bísi; O pici-ra, Es bici; Y bwicía, МА bwicíria; TR ku-picí-t."
Mayo-197_smoke-1,,Mayo,197_smoke,bwicíria,bwicíria,bʷ i ts í/i r i/j a,,Lionnet1985,121,,^bw i c í r ia$,default,,"121 *kwici, ""humo"". - ТЕР kuu-bísi; O pici-ra, Es bici; Y bwicía, МА bwicíria; TR ku-picí-t."
Tubar-197_smoke-1,,Tubar,197_smoke,ku-picí-t.,ku-picí-t,k u + p i ts í/i + t,,Lionnet1985,121,,^k u - p i c í - t$,default,,"121 *kwici, ""humo"". - ТЕР kuu-bísi; O pici-ra, Es bici; Y bwicía, МА bwicíria; TR ku-picí-t."
ProtoSonoran-185_liver-1,,ProtoSonoran,185_liver,*nɨma,*nɨma,n ɨ m a,,Lionnet1985,175,,^* n ɨ m a$,default,,"175 *nɨma, ""hígado"". - ТЕР níma; O hema, En hemá-t, Es ema-t; Y.MA heéma-; Vb heemá, Va.TA emá; TR yamá-t."
ProtoTepiman-185_liver-1,,ProtoTepiman,185_liver,níma,níma,n í/i m a,,Lionnet1985,175,,^n í m a$,default,,"175 *nɨma, ""hígado"". - ТЕР níma; O hema, En hemá-t, Es ema-t; Y.MA heéma-; Vb heemá, Va.TA emá; TR yamá-t."
Opata-185_liver-1,,Opata,185_liver,hema,hema,h e m a,,Lionnet1985,175,,^h e m a$,default,,"175 *nɨma, ""hígado"". - ТЕР níma; O hema, En hemá-t, Es ema-t; Y.MA heéma-; Vb heemá, Va.TA emá; TR yamá-t."
EudeveNorth-185_liver-1,,EudeveNorth,185_liver,hemá-t,hemá-t,h e m á/a + t,,Lionnet1985,175,,^h e m á - t$,default,,"175 *nɨma, ""hígado"". - ТЕР níma; O hema, En hemá-t, Es ema-t; Y.MA heéma-; Vb heemá, Va.TA emá; TR yamá-t."
EudeveSouth-185_liver-1,,EudeveSouth,185_liver,ema-t,ema-t,e m a + t,,Lionnet1985,175,,^e m a - t$,default,,"175 *nɨma, ""hígado"". - ТЕР níma; O hema, En hemá-t, Es ema-t; Y.MA heéma-; Vb heemá, Va.TA emá; TR yamá-t."
Yaqui-185_liver-1,,Yaqui,185_liver,heéma-,heéma-,h e é/e m a,,Lionnet1985,175,,^h e é m a -$,default,,"175 *nɨma, ""hígado"". - ТЕР níma; O hema, En hemá-t, Es ema-t; Y.MA heéma-; Vb heemá, Va.TA emá; TR yamá-t."
Mayo-185_liver-1,,Mayo,185_liver,heéma-,heéma-,h e é/e m a,,Lionnet1985,175,,^h e é m a -$,default,,"175 *nɨma, ""hígado"". - ТЕР níma; O hema, En hemá-t, Es ema-t; Y.MA heéma-; Vb heemá, Va.TA emá; TR yamá-t."
WarihioLowland-185_liver-1,,WarihioLowland,185_liver,heemá,heemá,h ee/eː m á/a,,Lionnet1985,175,,^h ee m á$,default,,"175 *nɨma, ""hígado"". - ТЕР níma; O hema, En hemá-t, Es ema-t; Y.MA heéma-; Vb heemá, Va.TA emá; TR yamá-t."
WarihioHighland-185_liver-1,,WarihioHighland,185_liver,emá,emá,e m á/a,,Lionnet1985,175,,^e m á$,default,,"175 *nɨma, ""hígado"". - ТЕР níma; O hema, En hemá-t, Es ema-t; Y.MA heéma-; Vb heemá, Va.TA emá; TR yamá-t."
TarahumaraCentral-185_liver-1,,TarahumaraCentral,185_liver,emá,emá,e m á/a,,Lionnet1985,175,,^e m á$,default,,"175 *nɨma, ""hígado"". - ТЕР níma; O hema, En hemá-t, Es ema-t; Y.MA heéma-; Vb heemá, Va.TA emá; TR yamá-t."
Tubar-185_liver-1,,Tubar,185_liver,yamá-t.,yamá-t,y/j a m á/a + t,,Lionnet1985,175,,^ya m á - t$,default,,"175 *nɨma, ""hígado"". - ТЕР níma; O hema, En hemá-t, Es ema-t; Y.MA heéma-; Vb heemá, Va.TA emá; TR yamá-t."
ProtoSonoran-198_winter-1,,ProtoSonoran,198_winter,*tomo,*tomo,t o m o,,Lionnet1985,310,,^* t o m o$,default,,"310 *tomo, ""invierno"". - PI tomu-daga; O tomo, En tomó; Va tomó, TA romó."
SonoraPimaBajo-198_winter-1,,SonoraPimaBajo,198_winter,tomu-daga,tomu-daga,t o m u + d a g a,,Lionnet1985,310,,^t o m u - d a g a$,default,,"310 *tomo, ""invierno"". - PI tomu-daga; O tomo, En tomó; Va tomó, TA romó."
Opata-198_winter-1,,Opata,198_winter,tomo,tomo,t o m o,,Lionnet1985,310,,^t o m o$,default,,"310 *tomo, ""invierno"". - PI tomu-daga; O tomo, En tomó; Va tomó, TA romó."
EudeveNorth-198_winter-1,,EudeveNorth,198_winter,tomó,tomó,t o m ó/o,,Lionnet1985,310,,^t o m ó$,default,,"310 *tomo, ""invierno"". - PI tomu-daga; O tomo, En tomó; Va tomó, TA romó."
WarihioHighland-198_winter-1,,WarihioHighland,198_winter,tomó,tomó,t o m ó/o,,Lionnet1985,310,,^t o m ó$,default,,"310 *tomo, ""invierno"". - PI tomu-daga; O tomo, En tomó; Va tomó, TA romó."
TarahumaraCentral-198_winter-1,,TarahumaraCentral,198_winter,romó.,romó,r o m ó/o,,Lionnet1985,310,,^r o m ó$,default,,"310 *tomo, ""invierno"". - PI tomu-daga; O tomo, En tomó; Va tomó, TA romó."
ProtoSonoran-199_go-1,,ProtoSonoran,199_go,*simɨ,*simɨ,s i m ɨ,,Lionnet1985,241,,^*s i m ɨ$,default,,"241 *simɨ, sim-i, ""ir"". - ТЕР hímɨi; Еn -sem, sim-; Y.MA siímе; Vb -simi-, Va simi-, TA simí, simé-; TR simi-."
ProtoSonoran-199_go-2,,ProtoSonoran,199_go,sim-i,sim-i,s i m + i,,Lionnet1985,241,,^s i m - i$,default,,"241 *simɨ, sim-i, ""ir"". - ТЕР hímɨi; Еn -sem, sim-; Y.MA siímе; Vb -simi-, Va simi-, TA simí, simé-; TR simi-."
ProtoTepiman-199_go-1,,ProtoTepiman,199_go,hímɨi,hímɨi,h í/i m ɨi,,Lionnet1985,241,,^h í m ɨi$,default,,"241 *simɨ, sim-i, ""ir"". - ТЕР hímɨi; Еn -sem, sim-; Y.MA siímе; Vb -simi-, Va simi-, TA simí, simé-; TR simi-."
EudeveNorth-199_go-1,,EudeveNorth,199_go,-sem,-sem,s e m,,Lionnet1985,241,,^- s e m$,default,,"241 *simɨ, sim-i, ""ir"". - ТЕР hímɨi; Еn -sem, sim-; Y.MA siímе; Vb -simi-, Va simi-, TA simí, simé-; TR simi-."
EudeveNorth-199_go-2,,EudeveNorth,199_go,sim-,sim-,s i m,,Lionnet1985,241,,^s i m -$,default,,"241 *simɨ, sim-i, ""ir"". - ТЕР hímɨi; Еn -sem, sim-; Y.MA siímе; Vb -simi-, Va simi-, TA simí, simé-; TR simi-."
Yaqui-199_go-1,,Yaqui,199_go,siíme,siíme,s i í/i m e,,Lionnet1985,241,,^s ií m e$,default,,"241 *simɨ, sim-i, ""ir"". - ТЕР hímɨi; Еn -sem, sim-; Y.MA siímе; Vb -simi-, Va simi-, TA simí, simé-; TR simi-."
Mayo-199_go-1,,Mayo,199_go,siíme,siíme,s i í/i m e,,Lionnet1985,241,,^s ií m e$,default,,"241 *simɨ, sim-i, ""ir"". - ТЕР hímɨi; Еn -sem, sim-; Y.MA siímе; Vb -simi-, Va simi-, TA simí, simé-; TR simi-."
WarihioLowland-199_go-1,,WarihioLowland,199_go,-simi-,-simi-,s i m i,,Lionnet1985,241,,^- s i m i -$,default,,"241 *simɨ, sim-i, ""ir"". - ТЕР hímɨi; Еn -sem, sim-; Y.MA siímе; Vb -simi-, Va simi-, TA simí, simé-; TR simi-."
WarihioHighland-199_go-1,,WarihioHighland,199_go,simi-,simi-,s i m i,,Lionnet1985,241,,^s i m i -$,default,,"241 *simɨ, sim-i, ""ir"". - ТЕР hímɨi; Еn -sem, sim-; Y.MA siímе; Vb -simi-, Va simi-, TA simí, simé-; TR simi-."
TarahumaraCentral-199_go-1,,TarahumaraCentral,199_go,simí,simí,s i m í/i,,Lionnet1985,241,,^s i m í$,default,,"241 *simɨ, sim-i, ""ir"". - ТЕР hímɨi; Еn -sem, sim-; Y.MA siímе; Vb -simi-, Va simi-, TA simí, simé-; TR simi-."
TarahumaraCentral-199_go-2,,TarahumaraCentral,199_go,simé-,simé-,s i m é/e,,Lionnet1985,241,,^s i m é -$,default,,"241 *simɨ, sim-i, ""ir"". - ТЕР hímɨi; Еn -sem, sim-; Y.MA siímе; Vb -simi-, Va simi-, TA simí, simé-; TR simi-."
Tubar-199_go-1,,Tubar,199_go,simi-.,simi-,s i m i,,Lionnet1985,241,,^s i m i -$,default,,"241 *simɨ, sim-i, ""ir"". - ТЕР hímɨi; Еn -sem, sim-; Y.MA siímе; Vb -simi-, Va simi-, TA simí, simé-; TR simi-."
ProtoSonoran-200_foranearofcorntoform-1,,ProtoSonoran,200_foranearofcorntoform,*sita,*sita,s i t a,,Lionnet1985,245,,^*s i t a$,default,,"245 *sita, ""jilotear"". - O sita, En sít-; Y sí'ita-rókka_""barba verde del maíz""; Vb siihtá, Va sitá_""jilote""."
Opata-200_foranearofcorntoform-1,,Opata,200_foranearofcorntoform,sita,sita,s i t a,,Lionnet1985,245,,^s i t a$,default,,"245 *sita, ""jilotear"". - O sita, En sít-; Y sí'ita-rókka_""barba verde del maíz""; Vb siihtá, Va sitá_""jilote""."
EudeveNorth-200_foranearofcorntoform-1,,EudeveNorth,200_foranearofcorntoform,sít-,sít-,s í/i t,,Lionnet1985,245,,^s í t -$,default,,"245 *sita, ""jilotear"". - O sita, En sít-; Y sí'ita-rókka_""barba verde del maíz""; Vb siihtá, Va sitá_""jilote""."
Yaqui-200_foranearofcorntoform-1,,Yaqui,200_foranearofcorntoform,sí'ita-rókka,sí'ita-rókka,s í/i ʔ i t a + r ó/o kk/kː a,,Lionnet1985,245,,^s í 'i t a - r ó kk a$,default,barba verde del maíz,"245 *sita, ""jilotear"". - O sita, En sít-; Y sí'ita-rókka_""barba verde del maíz""; Vb siihtá, Va sitá_""jilote""."
WarihioLowland-200_foranearofcorntoform-1,,WarihioLowland,200_foranearofcorntoform,siihtá,siihtá,s i i h t á/a,,Lionnet1985,245,,^s ii h t á$,default,,"245 *sita, ""jilotear"". - O sita, En sít-; Y sí'ita-rókka_""barba verde del maíz""; Vb siihtá, Va sitá_""jilote""."
WarihioHighland-200_foranearofcorntoform-1,,WarihioHighland,200_foranearofcorntoform,sitá,sitá,s i t á/a,,Lionnet1985,245,,^s i t á$,default,jilote,"245 *sita, ""jilotear"". - O sita, En sít-; Y sí'ita-rókka_""barba verde del maíz""; Vb siihtá, Va sitá_""jilote""."
ProtoSonoran-201_long-1,,ProtoSonoran,201_long,*tɨpɨ,*tɨpɨ,t ɨ p ɨ,,Lionnet1985,294,,^* t ɨ p ɨ$,default,,"294 *tɨрɨ, ""larpo"". - ТЕР tɨví-; En tevé-i; Y.MA teébe; Vb tépi-hkúma, Va tehpe-kúma."
ProtoTepiman-201_long-1,,ProtoTepiman,201_long,tɨví-,tɨví-,t ɨ v í/i,,Lionnet1985,294,,^t ɨ v í -$,default,,"294 *tɨрɨ, ""larpo"". - ТЕР tɨví-; En tevé-i; Y.MA teébe; Vb tépi-hkúma, Va tehpe-kúma."
EudeveNorth-201_long-1,,EudeveNorth,201_long,tevé-i,tevé-i,t e v é/e + i,,Lionnet1985,294,,^t e v é - i$,default,,"294 *tɨрɨ, ""larpo"". - ТЕР tɨví-; En tevé-i; Y.MA teébe; Vb tépi-hkúma, Va tehpe-kúma."
Yaqui-201_long-1,,Yaqui,201_long,teébe,teébe,t e é/e b e,,Lionnet1985,294,,^t e é b e$,default,,"294 *tɨрɨ, ""larpo"". - ТЕР tɨví-; En tevé-i; Y.MA teébe; Vb tépi-hkúma, Va tehpe-kúma."
Mayo-201_long-1,,Mayo,201_long,teébe,teébe,t e é/e b e,,Lionnet1985,294,,^t e é b e$,default,,"294 *tɨрɨ, ""larpo"". - ТЕР tɨví-; En tevé-i; Y.MA teébe; Vb tépi-hkúma, Va tehpe-kúma."
WarihioLowland-201_long-1,,WarihioLowland,201_long,tépi-hkúma,tépi-hkúma,t é/e p i + h k ú/u m a,,Lionnet1985,294,,^t é p i - h k ú m a$,default,,"294 *tɨрɨ, ""larpo"". - ТЕР tɨví-; En tevé-i; Y.MA teébe; Vb tépi-hkúma, Va tehpe-kúma."
WarihioHighland-201_long-1,,WarihioHighland,201_long,tehpe-kúma.,tehpe-kúma,t e h p e + k ú/u m a,,Lionnet1985,294,,^t e h p e - k ú m a$,default,,"294 *tɨрɨ, ""larpo"". - ТЕР tɨví-; En tevé-i; Y.MA teébe; Vb tépi-hkúma, Va tehpe-kúma."
ProtoSonoran-202_wash-1,,ProtoSonoran,202_wash,*pako,*pako,p a k o,,Lionnet1985,187,,^* p a k o$,default,,"187 *pako, ""lavar"". - Р wako-, PI bako-; O hi-pako, En vakó-ra-; Y hi-pák-sia, MA bák-sia; Vb pahko-, Va pahko-, TA bakó."
TohonoOdam-202_wash-1,,TohonoOdam,202_wash,wako-,wako-,w a k o,,Lionnet1985,187,,^w a k o -$,default,,"187 *pako, ""lavar"". - Р wako-, PI bako-; O hi-pako, En vakó-ra-; Y hi-pák-sia, MA bák-sia; Vb pahko-, Va pahko-, TA bakó."
SonoraPimaBajo-202_wash-1,,SonoraPimaBajo,202_wash,bako-,bako-,b a k o,,Lionnet1985,187,,^b a k o -$,default,,"187 *pako, ""lavar"". - Р wako-, PI bako-; O hi-pako, En vakó-ra-; Y hi-pák-sia, MA bák-sia; Vb pahko-, Va pahko-, TA bakó."
Opata-202_wash-1,,Opata,202_wash,hi-pako,hi-pako,h i + p a k o,,Lionnet1985,187,,^h i - p a k o$,default,,"187 *pako, ""lavar"". - Р wako-, PI bako-; O hi-pako, En vakó-ra-; Y hi-pák-sia, MA bák-sia; Vb pahko-, Va pahko-, TA bakó."
EudeveNorth-202_wash-1,,EudeveNorth,202_wash,vakó-ra-,vakó-ra-,v a k ó/o + r a,,Lionnet1985,187,,^v a k ó - r a -$,default,,"187 *pako, ""lavar"". - Р wako-, PI bako-; O hi-pako, En vakó-ra-; Y hi-pák-sia, MA bák-sia; Vb pahko-, Va pahko-, TA bakó."
Yaqui-202_wash-1,,Yaqui,202_wash,hi-pák-sia,hi-pák-sia,h i + p á/a k + s i/j a,,Lionnet1985,187,,^h i - p á k - s ia$,default,,"187 *pako, ""lavar"". - Р wako-, PI bako-; O hi-pako, En vakó-ra-; Y hi-pák-sia, MA bák-sia; Vb pahko-, Va pahko-, TA bakó."
Mayo-202_wash-1,,Mayo,202_wash,bák-sia,bák-sia,b á/a k + s i/j a,,Lionnet1985,187,,^b á k - s ia$,default,,"187 *pako, ""lavar"". - Р wako-, PI bako-; O hi-pako, En vakó-ra-; Y hi-pák-sia, MA bák-sia; Vb pahko-, Va pahko-, TA bakó."
WarihioLowland-202_wash-1,,WarihioLowland,202_wash,pahko-,pahko-,p a h k o,,Lionnet1985,187,,^p a h k o -$,default,,"187 *pako, ""lavar"". - Р wako-, PI bako-; O hi-pako, En vakó-ra-; Y hi-pák-sia, MA bák-sia; Vb pahko-, Va pahko-, TA bakó."
WarihioHighland-202_wash-1,,WarihioHighland,202_wash,pahko-,pahko-,p a h k o,,Lionnet1985,187,,^p a h k o -$,default,,"187 *pako, ""lavar"". - Р wako-, PI bako-; O hi-pako, En vakó-ra-; Y hi-pák-sia, MA bák-sia; Vb pahko-, Va pahko-, TA bakó."
TarahumaraCentral-202_wash-1,,TarahumaraCentral,202_wash,bakó.,bakó,b a k ó/o,,Lionnet1985,187,,^b a k ó$,default,,"187 *pako, ""lavar"". - Р wako-, PI bako-; O hi-pako, En vakó-ra-; Y hi-pák-sia, MA bák-sia; Vb pahko-, Va pahko-, TA bakó."
ProtoSonoran-203_far-1,,ProtoSonoran,203_far,*mɨka,*mɨka,m ɨ k a,,Lionnet1985,146,,^* m ɨ k a$,default,,"146 *mɨka, ""lejos"". - ТЕР míɨka; En mekú (meká?); Y.MA mékka; Vb.Va mehká, TA meká."
ProtoTepiman-203_far-1,,ProtoTepiman,203_far,míɨka,míɨka,m íɨ/iɨ k a,,Lionnet1985,146,,^m íɨ k a$,default,,"146 *mɨka, ""lejos"". - ТЕР míɨka; En mekú (meká?); Y.MA mékka; Vb.Va mehká, TA meká."
EudeveNorth-203_far-1,,EudeveNorth,203_far,mekú (meká?),mekú_(meká?),m e k ú/u,,Lionnet1985,146,,^mekú_(meká?) $,default,,"146 *mɨka, ""lejos"". - ТЕР míɨka; En mekú (meká?); Y.MA mékka; Vb.Va mehká, TA meká."
Yaqui-203_far-1,,Yaqui,203_far,mékka,mékka,m é/e kk/kː a,,Lionnet1985,146,,^m é kk a$,default,,"146 *mɨka, ""lejos"". - ТЕР míɨka; En mekú (meká?); Y.MA mékka; Vb.Va mehká, TA meká."
Mayo-203_far-1,,Mayo,203_far,mékka,mékka,m é/e kk/kː a,,Lionnet1985,146,,^m é kk a$,default,,"146 *mɨka, ""lejos"". - ТЕР míɨka; En mekú (meká?); Y.MA mékka; Vb.Va mehká, TA meká."
WarihioLowland-203_far-1,,WarihioLowland,203_far,mehká,mehká,m e h k á/a,,Lionnet1985,146,,^m e h k á$,default,,"146 *mɨka, ""lejos"". - ТЕР míɨka; En mekú (meká?); Y.MA mékka; Vb.Va mehká, TA meká."
WarihioHighland-203_far-1,,WarihioHighland,203_far,mehká,mehká,m e h k á/a,,Lionnet1985,146,,^m e h k á$,default,,"146 *mɨka, ""lejos"". - ТЕР míɨka; En mekú (meká?); Y.MA mékka; Vb.Va mehká, TA meká."
